AOD,RH,WS,TEMP,PBL,SP,NDVI,PM2.5
415,50.1,3.972,283.81,1131.9,101.78,1914,44.1
509,52.8,3.078,283.03,1133,100.28,3434,45.855
658,52.6,3.489,283.3,1117.7,101.71,2868,64.585
413,54.7,4.396,283.2,1083.5,101.28,3364,66.52
416,71,1.857,287.19,1660.3,82.891,3791,48.29
144,52.3,1.542,283.85,1083.3,96.768,5753,32
371,50.4,5.12,283.9,1043.8,98.985,2288,46.57
280,49.9,7.215,284.61,1132,99.386,6700,29.05
404,48,4.86,284.99,926.4,98.276,4360,36.67
220,48.5,6.201,286.82,1119.7,99.462,6727,31.67
408,47.8,5.028,285.13,918.96,98.465,3279,45.325
360,47.3,5.073,285.21,928.35,98.723,5079,37.7
375,47.7,5.199,285.26,911.51,98.653,5124,44.86
391,45.5,4.401,288.51,1172.6,99.859,3881,36
376,46.3,5.196,288.24,1162.9,100.11,4647,34.2
552,52.6,5.371,285.35,855.97,97.751,4420,59.1
396,45.8,4.95,288.67,1179.9,100.34,4574,33.7
274,39,2.592,289.87,1154.2,98.999,6200,38.67
273,39.3,2.879,289.75,1144.6,98.985,5457,39.57
252,39.5,2.599,289.9,1154.9,98.969,5747,43.43
370,42.7,6.071,287.85,977.32,100.65,5131,42.26
250,39.9,5.363,288.7,1024.3,99.448,6771,47.973
429,41.6,6.139,288.29,1000.9,100.96,3445,31.995
371,45.7,4.851,290.07,1167,100.62,2722,41.57
313,39.2,5.942,289.07,1030.1,100.82,5613,44.65
377,44.1,4.078,290.67,1197.4,100.48,1540,35.063
482,45.1,4.501,290.45,1185.2,100.69,2862,45.57
381,40.5,5.503,289.51,1092,100.9,3208,45.51
522,39,6.031,289.51,1070.3,101.65,3714,43.37
333,37.9,5.656,290.13,1103.5,101.59,7171,42.45
381,40.6,6.118,289.17,1063.1,101.19,4361,33.3
645,38.7,5.836,290.05,1109.9,102.01,3236,46.79
616,38.4,5.738,290.18,1115.5,101.95,4069,45.9
333,38.5,5.006,290.67,1140.1,100.9,3647,33.86
311,40.9,6.111,289.16,1044.6,100.46,4076,16.5
456,41.5,6.062,289.85,1098.4,101.83,6472,40
620,40.5,5.777,290.37,1125.2,102.26,2410,36.95
300,41.3,5.239,290.89,1132.9,101.45,5086,35.29
491,49,6.303,288.98,968.46,100.37,5068,36
420,42.8,5.364,290.77,1117.1,101.68,3980,39.81
486,49.3,5.861,290.51,1101.6,101.67,-455,40.103
489,49.2,6.362,289.12,959.57,100.26,3234,40.35
455,46.1,5.58,290.45,1080.2,101.97,4392,46.67
468,46.4,5.637,290.53,1083,101.89,1626,39.16
422,50.3,7.787,290.03,941.14,101.72,2750,39.89
431,47.5,6.986,291.14,950.86,101.54,4681,54.76
322,48,7.269,290.92,929.33,101.41,5092,61.715
550,52.3,7.164,291.14,942.29,102.19,4549,45.395
233,54.9,3.972,267.4,202.79,96.711,795,34.86
243,65.2,4.773,265.9,178.71,94.506,933,47.52
278,66.9,5.656,266.06,187.79,95.248,858,64.87
148,58.2,4.628,266.53,401.55,100.18,1592,59.635
137,59.1,4.613,266.37,389.11,100.22,1653,54.41
89,40.9,5.535,270.24,939.38,92.676,1704,12.26
70,41.5,5.523,270.17,911.53,93.105,1455,42.02
118,43.5,5.474,269.86,823.22,93.96,1542,51.39
114,51.4,5.503,269.63,558.96,99.871,1758,59.347
121,50.9,5.31,269.82,567.15,100.11,1663,111.68
82,43.7,5.531,270.92,729.66,97.593,1830,119.52
70,42.2,5.131,271.41,752.65,98.386,1550,118.77
303,45.4,3.692,271.36,692.27,101.68,2230,77.7
23,32.8,6.731,268.48,904.77,85.315,1454,29.85
55,36.6,2.924,271.98,933.9,94.706,2268,22.78
60,32.4,6.655,268.73,926.64,85.645,1257,30.13
62,34.2,4.485,268.96,826.45,86.17,1122,32.15
59,34.1,4.509,268.95,830.06,86.242,1156,37.065
27,39.6,7.363,268.48,855.11,88.252,1975,25.695
33,39.8,7.433,268.44,846.72,88.309,2348,19.96
77,34.5,4.06,269.13,801.01,86.93,1420,38.91
61,34.7,4.106,269.02,801.21,86.901,1168,65.09
68,34.8,4.153,268.92,801.4,86.872,1522,32
60,38.7,7.037,268.92,881.65,88.787,1394,27.7
50,38.8,7.113,268.9,872.88,88.888,1573,31.65
57,40,3.938,268.69,529.65,88.542,1007,46.838
79,38.4,4.129,269.2,569.65,89.045,589,53.065
87,27.6,3.974,275.37,1030.3,98.54,2128,56.09
33,34.3,5.646,269.84,919.31,87.863,1423,43.87
40,34.6,5.559,269.81,927.01,87.946,1421,24.5
118,26.7,3.577,276.14,969.97,100.54,2072,80.22
52,34.1,5.518,270.07,911.22,88.222,410,46.493
63,34.5,5.424,270.01,918.47,88.276,1215,26.78
116,25.8,4.556,276.48,983.02,100.29,1727,75.7
87,25.2,4.845,276.77,984.49,100.62,1221,83.305
113,25.4,4.51,276.75,964.44,100.92,1477,97.74
225,36.9,2.217,274.1,933.07,101.44,1206,83.17
55,11.9,2.567,273.66,723.31,81.491,707,19.83
39,34.9,3.982,270.23,689.38,88.047,1255,19.7
104,24.9,4.639,276.96,974.33,101.08,1378,87.78
120,25.2,4.385,276.88,945.32,101.31,1162,90.13
53,38.2,0.141,271.05,287.01,82.524,585,55.74
57,11.1,1.853,272.62,873.96,79.003,455,21.65
42,34.2,3.746,270.49,705.09,87.803,1547,17.59
126,60.7,2.525,269.85,488.8,88.272,-2312,56.96
59,61.7,2.578,269.69,480.84,88.073,1114,68.695
200,32.5,2.589,274.78,788.24,102.32,1211,131.76
159,33.1,2.521,274.68,788.75,102.29,1291,139.85
185,52.3,4.23,271.56,521.58,101.98,2480,63.35
209,51.3,4.168,271.63,542.09,101.89,2028,70.57
93,42.1,0.743,270.36,319.84,84.093,883,162
19,33.5,3.345,270.83,710.89,87.393,1738,12.82
20,33.2,3.38,270.95,728,87.538,1588,19.59
126,26,3.984,276.78,776.16,102.58,1757,95.04
127,26.6,3.952,276.53,720.27,102.62,1972,103.95
90,42.7,0.795,270.23,326.17,84.599,1612,183.32
45,29.8,5.63,270.75,919.8,86.821,1414,54.632
84,54.4,1.698,270.99,619.09,88.29,1025,73.45
131,28.2,3.935,275.92,666.69,102.86,1378,155.57
126,28.2,4.063,275.93,672.79,102.88,899,129.51
158,28.5,4.075,275.81,670.16,102.88,1027,141.79
189,29.1,4.103,275.57,664.9,102.87,1534,138.7
54,42.2,1.931,272.53,863.59,87.111,919,60.91
137,28.1,4.192,275.93,678.89,102.91,1253,126.3
149,28.4,4.247,275.81,672.43,102.9,1114,99.64
180,28.7,4.303,275.68,665.98,102.89,1265,122.52
739,21.5,2.695,278.85,1198.8,101.56,1767,319.85
149,28.2,4.306,275.95,677.22,102.92,-117,165.09
58,40.1,1.392,272.05,644.32,86.636,1184,29.695
58,39.9,1.418,272.19,687.71,86.665,1159,26.04
167,41,1.532,272.7,867.09,87.112,796,56.43
778,21.8,2.726,278.86,1147.6,101.78,1261,375.25
787,21.3,2.647,279.02,1155.8,102.31,1520,432.73
203,62.8,5.516,274.34,604.6,102.57,-2281,84.855
187,62.6,5.505,274.33,602.95,102.58,-2421,76.86
73,38.8,1.171,272.58,729.41,87.043,1168,31.91
109,23.4,0.468,272.7,1091.5,82.893,799,31.357
92,38.5,1.077,272.74,721.21,87.397,1135,51.61
205,25.7,5.212,273.94,1104,88.71,1258,59.513
40,46.8,2.854,272.04,627.14,89.302,1780,39.86
229,26.7,4.936,276.58,646.68,102.88,1567,138.72
39,47.7,2.868,272.21,629.22,89.509,1361,57.773
227,26.7,4.997,276.65,638.11,102.87,1559,147.57
755,22.1,2.777,279.93,1102.6,100.94,1152,238.3
724,21.4,2.721,280.23,1164.2,100.8,757,197.5
728,21.9,2.82,280.08,1095.1,101.09,824,222.1
770,22.5,2.921,279.93,1025.9,101.38,1530,235.65
91,20.5,2.14,272.89,1203.3,81.291,1477,57.435
191,36.5,0.975,273.3,580.26,88.239,1176,80.87
162,28.8,4.539,274.94,1150.1,89.116,1175,56.375
532,20.8,2.838,280.3,1233.5,100.21,1982,93.04
163,30.3,4.14,275.5,1156.5,89.912,1323,73.52
156,30,4.387,275.13,1154,89.477,1533,75.69
464,25.7,4.288,278.43,687.31,102.74,1495,219.45
237,31,4.265,275.29,1147.7,89.678,1482,86.59
79,41.5,4.727,273.62,788.64,88.174,1755,81.43
51,33,1.54,273.94,844.91,85.225,1182,41.96
56,33,1.391,273.94,832.1,85.447,1027,67.14
494,26.4,5.1,277.75,572.89,102.75,1630,216.59
465,26.7,5.086,277.68,567.49,102.75,1603,193.83
789,41.5,4.777,276.91,490.01,102.79,1073,162.87
841,42.7,4.749,276.85,479.69,102.8,1451,166.95
1089,58.1,4.7,276.06,345.9,101.85,2304,137.13
1106,58,4.981,276.18,380.5,101.99,1814,108.96
774,34.6,4.731,277.3,511.1,102.63,1875,125.7
810,35.4,4.759,277.3,515.12,102.61,2238,147.32
1105,63.3,3.655,275.44,338.89,101.79,2706,146.24
879,54.6,4.903,276.33,404.45,101.97,2146,105.7
168,18.1,1.957,274.25,255.82,84.608,1054,84.11
1192,65.7,3.455,275.26,193.18,102.08,2302,175.39
906,48.4,5.032,276.7,426.46,102.21,3262,123.5
60,36.6,1.494,273.28,945.76,83.346,738,81.68
892,21.8,4.271,281.18,1243.1,100.05,1177,212.19
944,22.4,4.339,280.96,1149.8,100.51,1215,280.74
797,42.8,4.156,276.8,423.93,101.77,2571,149.95
1808,34.3,4.046,277.64,423.86,101.4,2400,246.09
1824,34.3,4.178,277.67,440.09,101.26,1765,230
1722,35,4.197,277.66,417.84,101.55,3103,203.68
1570,36.5,4.138,277.63,367.47,102.16,1905,200.44
877,49.7,3.338,276.46,330.32,101.77,2768,211.32
1480,35.4,3.743,277.5,374.21,101.04,2897,122.05
1406,41.1,3.726,277.43,303.17,102.14,2741,195.57
1370,43,3.615,277.3,284.34,102.25,1874,201.35
1112,55.2,3.073,276.46,222.97,102.24,1927,162.67
755,23.5,4.212,281.53,1151.1,100.72,1221,229.42
971,24,4.371,281.26,1060.4,101.04,1017,237.61
1630,35.6,3.783,277.54,362.45,101.15,1129,211.41
1493,35.8,3.721,277.51,358.81,101.04,1354,198.46
1371,36,3.67,277.48,355.17,100.92,1851,160.32
1342,41,3.52,277.61,289.97,102.06,1841,206.57
25,41.8,2.613,274.63,575.8,89.182,1918,40.09
945,24.4,4.376,281.33,1035.8,101.18,1719,240.22
1443,36.1,3.853,277.64,348.84,101.18,2060,224.95
1107,31.6,5.008,278.63,420.55,102.45,1480,262.33
954,36.1,3.522,277.58,356.42,99.36,1969,246.87
1150,46.1,2.66,277.83,304.98,102.45,1843,225.35
903,44.6,2.937,277.85,321.57,102.36,1573,185
135,30.9,5.529,277.39,1082.2,90.08,833,87.65
1156,40.3,2.918,277.85,293,99.624,1801,276.45
1106,39.2,3.001,277.94,315.9,99.485,1923,269.39
1196,45.7,2.42,278.08,313.06,102.45,1673,151.26
120,30.6,5.563,277.41,1099.4,89.842,1600,108.33
74,30.5,5.548,277.47,1134.3,89.939,1795,71.95
508,25.6,4.13,281.62,1157.1,99.736,2821,259.48
970,45.7,2.571,277.91,224.83,100.83,1705,262.96
988,45.1,2.548,277.92,228.44,100.62,2161,254.02
558,32.8,3.478,278.4,757.21,92.525,1560,121.4
428,25.5,4.545,282,1058,101.01,1682,239.68
601,25.7,4.736,281.86,979.98,101.44,4596,310.78
839,44.1,2.494,278.61,347.82,102.39,-1105,186.48
796,44.2,2.628,278.61,350.34,102.39,-3000,185.87
174,26.2,4.156,281.56,1163.3,98.858,2224,102.74
133,38.3,0.912,276.8,1073.6,88.168,1961,44.41
138,25.9,4.703,282.27,1032.5,100.42,2946,96.43
49,32.1,2.013,276.98,1431.4,84.34,1734,67.64
57,31.8,1.569,277.45,1478,85.072,1918,79.3
178,38.7,0.729,277.13,1010.7,88.637,2339,83.48
121,26.7,4.514,280.68,1092.9,93.023,2042,85.3
145,26.4,4.261,281.36,1096.5,93.934,1913,108.14
189,24.1,3.241,284.24,1244.8,100.03,1882,165.24
186,25.4,3.45,283.26,1214.4,96.752,1546,62.36
367,33.8,5.07,280.85,357.82,102.28,1242,232.4
142,34.5,0.381,279.51,840.42,92.367,2297,63.065
611,37.2,1.924,279.57,516.98,95.991,1660,156.18
733,51.9,2.361,280.15,268.25,101.18,2515,219.48
1037,48.3,2.263,280.12,320.9,101.65,607,287.52
1051,48.5,2.247,280.03,319.71,101.72,2409,311.65
225,33.6,0.54,279.86,864.64,92.511,2691,57.39
1073,48.5,2.263,280.33,325.71,101.77,2093,281.91
286,33.2,0.419,280.33,867.38,93.318,2213,82.43
112,26.9,1.677,278.52,1687.4,84.398,2311,91.57
124,28.7,1.763,278.35,1616.7,84.378,1840,128.87
922,50.6,2.225,279.95,331.23,102.66,2074,278.74
66,37.3,1.566,279.44,1163.6,87.238,3184,20.26
778,47.2,2.396,282.66,446.07,102.35,3252,175.48
800,47.6,2.403,282.65,445.29,102.33,2558,121.78
783,48.4,2.388,282.67,453.83,102.39,3654,184.91
825,49.8,2.334,282.69,478.38,102.5,1948,99.157
653,49.1,2.175,281.1,417.16,102.78,2939,139.09
652,49.4,2.206,281.08,419.22,102.8,2326,152.39
689,49.7,2.212,281.11,425.14,102.8,1683,143.09
800,49.8,2.247,281.12,429.88,102.81,1899,142.26
68,26.5,1.293,279.12,1876.3,82.403,2005,41.95
741,54.9,2.561,282.87,507.96,102.57,2820,59.04
713,55,2.671,282.85,484.7,102.57,3571,37.14
716,54.9,2.613,282.9,511.93,102.56,2963,139.61
68,14.4,3.565,260.83,1198.5,55.748,703,29.9
759,45.4,2.24,282.1,630.6,102.77,2369,115.1
591,45.4,2.261,283.31,739.81,102.4,2240,114.47
742,45.4,2.217,282.31,663.21,102.73,2535,110.18
763,45.2,2.232,282.22,656.21,102.76,1478,122.68
823,44.4,2.315,281.92,635.54,102.85,2318,156
613,45.6,2.246,283.33,750.83,102.43,2341,84.48
746,45.1,2.224,282.34,681.82,102.74,58,117.11
714,45.5,2.197,283,756.23,102.63,1439,131.17
766,45.4,2.197,282.91,748.21,102.64,2681,123.48
729,44.9,2.216,282.47,707.43,102.72,2750,107.96
766,44.5,2.247,282.27,689.55,102.78,2440,137.78
691,45.8,2.187,283.09,777.23,102.64,1537,122.61
729,45.7,2.186,283.02,771.46,102.64,3207,142
979,44.9,2.542,281.3,615.02,102.88,1772,171.32
700,48.1,2.399,283.79,735.47,102.4,2745,95.7
738,48.2,2.344,283.72,733.98,102.4,1908,108.04
745,45.2,2.165,282.89,773.41,102.65,2250,121.69
812,43.6,2.233,282.06,687.03,102.86,2858,159.39
771,43.6,2.321,281.85,669.21,102.88,-943,178.39
795,43.7,2.354,281.78,664.74,102.88,749,159.09
666,46.9,2.219,283.96,779.92,102.4,2002,110.04
701,47.1,2.17,283.86,771.39,102.42,1584,119.74
722,47.3,2.128,283.75,762.87,102.43,1764,77.125
814,43.3,2.176,282.04,687.05,102.85,1997,156.36
454,42.9,2.615,284.62,895.48,101.49,1666,68.26
438,43.3,2.519,284.6,888.82,101.68,2081,60.023
585,45.7,2.049,284.14,824.38,102.4,2729,107.61
679,46.1,2.004,283.99,808.81,102.43,1887,96.78
715,46.4,1.967,283.85,793.25,102.46,2666,96.7
814,45.9,2.056,283.31,819.49,102.63,2493,142.61
767,45.8,2.052,283.24,821.32,102.64,3448,106.04
700,43.5,2.116,282.32,725.39,102.75,3747,108.94
810,43.1,2.119,282.02,687.07,102.84,682,171.19
808,43,2.143,281.92,676.99,102.86,1674,162.52
868,42.5,2.151,281.86,680.78,102.86,2391,134
836,42.5,2.21,281.86,683.26,102.86,1653,164.76
947,42.8,2.559,281.4,630.65,102.9,2248,163.74
767,44.8,1.732,283.58,877.51,102.55,1805,84.025
767,44.7,1.732,283.53,878.65,102.54,2636,92.04
814,41.4,2.218,281.87,692.34,102.87,1394,151.69
836,41.5,2.283,281.83,688.69,102.89,1820,152.36
912,42.3,2.429,281.57,648.07,102.9,1965,128.81
945,43.2,2.556,281.08,579.86,102.91,1656,142.27
837,40.9,2.151,281.87,692.37,102.87,2238,149.11
853,41,2.221,281.82,686.5,102.89,1247,144.11
924,43.2,2.528,281.1,569.38,102.91,1206,147.23
944,43.3,2.523,280.99,555.93,102.91,798,136.91
850,40.4,2.158,281.82,684.31,102.9,1556,119.52
931,43.2,2.5,281.11,558.91,102.91,1136,155.83
953,43.6,2.5,280.82,519.58,102.92,2688,153
798,41.9,1.01,284.15,978.39,102.18,699,131.04
805,42.1,1.07,284.08,967.85,102.17,2146,123.16
791,41.5,0.926,284.06,973.01,101.82,1208,107.35
546,37.5,1.477,282.59,791.93,102.46,2211,127.72
796,35.2,1.38,282.89,826.55,102.4,2184,113.74
738,34.7,1.198,283.15,882.5,101.95,2040,137.39
828,34.9,1.326,282.84,826.15,102.2,2590,155.26
838,38.1,2.335,282.66,794.71,101.59,2648,104.7
538,48.1,3.213,285.1,1011.3,101.57,1914,52.653
318,48.2,3.566,286.41,1025.9,98.131,4360,48.22
534,41.7,5.457,289.4,1130,100.58,2722,70.607
922,40.5,5.116,289.75,1148.6,100.65,2862,74.09
501,48.5,6.775,289.32,1106.3,101.43,2176,53.7
517,47,6.201,289.96,1082.7,101.62,-455,59.477
607,51.2,4.706,290.03,1116.9,102.21,4103,79.78
611,51.9,4.697,289.91,1089,102.24,4239,72.96
704,54.3,6.456,288.93,997.17,101.61,3964,80.215
560,43,5.892,290.82,1156.8,101.67,2750,63.36
531,40.4,5.264,291.34,1167.9,101.39,5092,77.325
742,45.1,5.46,291.4,1174.1,102.17,4549,59.347
740,45.1,5.486,291.33,1162,102.18,1519,75.393
180,69.7,6.443,293.94,1234.5,100.39,-3000,23.78
188,70.4,6.8,293.86,1231.8,100.53,5606,24.13
169,24.4,0.776,269.67,321.26,89.353,994,77.92
169,23.3,0.867,269.64,314.04,88.599,1423,63.5
115,38.6,6.268,270.81,696.24,92.098,1704,26.3
112,38.9,6.186,270.8,699.78,92.527,1455,53.25
40,39.1,5.941,271.11,734.07,93.363,1542,92.61
225,38.1,3.396,273.72,712.86,100.73,1482,73.065
225,38.7,3.38,273.56,682.84,101.01,2230,72.46
107,37.1,8.888,270.4,535.12,84.898,1454,39.27
61,27.9,3.489,275.15,894.38,94.083,2268,34.5
242,37.2,3.148,274.16,795.86,100.71,1689,86.04
68,37.2,8.852,270.53,536.07,85.221,1257,32.3
88,26.6,3.345,275.69,904.07,94.519,2394,61.04
82,26.8,3.477,275.66,898.03,94.569,1893,50.233
150,47.2,4.65,269.17,405.45,85.825,1122,85.327
200,48.5,4.575,268.98,399.65,85.898,1156,77.28
62,40,8.69,271.13,591.46,87.734,1975,23.025
49,40.1,8.737,271.1,591.43,87.788,2348,21.42
171,52.1,4.383,268.66,382.46,86.532,1522,68.71
101,40.2,8.325,271.31,600.2,88.265,1394,26.26
94,40.2,8.365,271.32,601.16,88.361,1573,34.38
115,40.6,1.921,274.53,709.52,100.92,1195,52.787
109,55.1,2.969,269.08,264.87,88.156,1007,83.068
169,25.9,4.093,277.48,752.67,97.836,2128,66
145,27.8,5.884,277.09,710.23,96.149,1901,33.75
70,45.3,7.699,270.49,467.86,87.459,1423,32.96
91,44.9,7.62,270.52,471.76,87.54,1421,41.91
227,26,5.711,278.25,713.62,97.944,1633,75.38
274,26,4.398,278.11,666.9,99.819,2072,76.26
114,44.5,7.529,270.89,483.22,87.814,410,47.98
108,44.1,7.459,270.88,484.07,87.867,1215,32.13
277,25.6,5.32,278.64,669.06,99.556,1727,130.52
295,24.9,5.248,279.14,672.12,99.582,1805,122.83
301,25.2,5.144,279.03,651.81,99.882,1221,171.38
322,25.5,5.048,278.92,631.5,100.18,1477,205.77
59,45.8,3.852,271.65,419.69,87.669,1255,26.43
360,25.1,4.333,279.14,605.97,100.33,1378,258.17
370,25.4,4.398,279.05,582.25,100.57,1162,248.08
89,6.7,1.107,273.7,681.53,78.945,455,32.96
71,44.1,3.877,271.97,436.93,87.427,1547,23.54
74,46.6,1.529,270.62,222.3,87.816,-2312,144.96
732,34.6,5.64,277.53,338.82,101.58,1211,153
683,35.5,5.616,277.41,331.11,101.55,1291,185.66
578,60.4,5.394,275.98,412.71,101.34,2480,133.38
601,60,5.407,275.97,417.2,101.25,2028,136.5
47,42,3.843,272.3,452.17,87.022,1738,16.33
51,42.1,3.861,272.38,462.11,87.168,1588,21.58
532,26.1,3.826,279.3,366.58,101.82,1757,165.58
568,26.5,4.187,279.25,332.63,101.87,1972,195.74
113,34.6,1.145,273.98,295.31,84.683,1612,177.76
75,41.1,8.06,272.04,496.06,86.448,1414,67.936
703,30.1,4.557,279.01,304.93,102.11,1378,196.33
64,48.9,1.471,271.29,239.34,87.931,964,98.83
687,30.6,4.476,279.01,318.3,102.14,899,179.13
698,31.3,4.593,278.83,312.71,102.14,1027,175.09
699,32.8,4.832,278.49,301.53,102.14,1534,192.38
63,37,0.904,272.53,299.88,86.659,919,79.22
801,31.1,4.427,279.01,331.68,102.17,1253,196.83
787,31.9,4.54,278.82,323.12,102.16,1114,181.96
748,32.7,4.658,278.62,314.57,102.16,1265,181.88
195,25,2.657,280.08,477.32,100.83,1767,184.46
780,31.6,4.474,278.98,322.26,102.19,-117,191.13
62,38,0.878,272.7,298.14,86.654,796,92.5
181,25.5,2.973,280.04,432.73,101.06,1261,207.42
188,25.6,2.868,280.08,412.5,101.58,1520,206.95
310,62.7,8.2,277.81,285.27,101.98,2271,82.39
372,60.9,8.216,277.96,317.95,102.01,-2281,100.98
372,60.3,8.223,278.01,328.84,102.02,-2421,71.09
109,9.9,2.061,275.98,484.12,82.519,799,73.097
268,39.1,1.118,272.79,277.05,86.813,1123,115.46
271,40.1,0.806,272.77,280.4,87.041,1068,122.12
139,31.4,6.919,275.73,605.8,88.31,1258,66.377
57,46.9,1.786,272.87,524.34,88.926,1780,59.38
737,31.8,4.973,279.2,211.38,102.17,1567,109.02
65,46.3,1.666,273.19,530.28,89.127,1361,82.513
727,32.3,5.01,279.12,214.97,102.18,1559,127.04
251,22,4.455,281.95,537.65,100.25,1152,173.25
174,32.1,6.297,276.19,715.32,88.207,1850,63.04
301,21.3,4.871,282.37,583.97,100.11,757,195.48
315,21.8,4.664,282.16,547.92,100.4,824,202.76
313,22.2,4.458,281.95,511.87,100.69,1530,234.75
225,31.6,6.031,276.58,726.86,88.754,1175,92.96
250,20.9,5.254,282.6,643.26,99.538,1982,35.67
235,31.2,5.767,276.9,725.95,89.148,692,98.723
28,28.9,8.228,277.55,668.66,90.216,1972,30.17
48,27.8,8.592,278.02,670.41,90.759,1658,37.263
59,26.7,8.957,278.48,672.16,91.303,1452,63.57
228,30.7,5.447,277.23,729.45,89.464,1706,113.5
249,30.8,5.507,277.22,725.03,89.541,1323,111.13
166,31.4,6.016,276.79,703.04,89.107,1533,79.457
541,26,3.352,280.3,272.66,102.06,1495,232.88
165,31.3,5.826,276.97,702.04,89.309,1482,90.83
77,40.3,3.736,274.87,668.2,87.846,1755,78.38
772,32.8,4.185,279.13,238.49,102.13,1630,263.96
726,33.2,4.344,279.06,233.66,102.13,1603,240.04
758,28.1,5.202,279.43,257.34,102.28,1073,171.63
786,27.7,5.116,279.47,262.02,102.3,1451,175.33
130,31.5,5.184,278.07,608.7,101.5,2304,67.43
672,29.7,5.671,279.44,256.82,102.1,1875,165.96
686,29.2,5.647,279.49,261.96,102.09,2238,180.27
534,27,4.79,279.37,294.94,102.3,-1333,171.38
207,32.4,4.798,277.62,330.59,101.42,2706,99.5
158,35.2,5.262,277.71,449.28,101.66,2146,45.67
184,43,5.474,277.12,354.24,101.96,3262,61.755
184,18.6,3.492,284.69,878.66,99.447,1177,206.46
310,19,3.15,284.51,828.65,99.896,1215,228.67
222,40.5,4.994,277.24,373.93,101.54,2571,107.42
593,26.5,6.072,280.11,348.25,100.92,2400,164.54
586,25.6,5.997,280.23,376.35,100.8,1765,174.4
423,24.4,5.51,280.43,427.32,101.1,3103,125.38
394,23,4.699,280.7,499.2,101.72,1905,152.51
350,35.1,4.169,277.87,343.06,101.48,2768,170.68
446,28.2,6.173,279.69,313.36,100.58,2897,81.705
290,23.5,4.476,280.21,482.41,101.73,2741,99.08
270,23.7,4.362,280.05,476.9,101.84,1874,106.68
381,29.7,4.246,278.73,394,101.91,1927,142.16
40,40.1,2.749,277.12,709.49,88.631,1928,49.355
38,40,2.536,277.18,702.93,88.976,2016,87.74
201,19.9,3.287,285.1,928.53,100.12,1221,106.26
221,20.3,2.992,284.85,875.92,100.44,1017,135.06
621,34,5.469,278.86,238.33,100.69,1129,167.26
354,33,5.586,278.96,251.78,100.58,1354,151.02
345,32.1,5.706,279.07,265.24,100.47,1851,90.83
260,23.5,4.446,280.16,487.61,101.67,1841,111.5
25,40,2.731,277.24,716.39,88.78,1918,38.57
183,20.6,2.98,284.92,889.29,100.58,1719,154.3
906,35.3,3.617,280.19,292.25,101.94,1480,323.39
254,27.3,6.084,279.33,383.84,98.987,1969,169.75
297,34.3,4.29,278.89,408.78,102.17,1843,166.33
221,37.5,4.313,278.54,385.85,102.1,1573,140.96
77,27.8,5.584,279.03,822.59,89.742,833,94.83
1013,29.5,5.575,279.1,337.52,99.282,1801,262.14
737,29,5.605,279.13,354.58,99.148,1923,260.08
304,34.6,4.35,279,391.02,102.18,1673,106.69
215,38.7,4.367,278.57,378.93,102.12,1908,145.79
69,27.8,5.503,278.94,826.93,89.511,1600,115.98
87,27.3,5.68,279.08,839.9,89.604,1795,87.67
209,21.9,3.543,284.99,960.26,99.198,2821,203.63
1314,35.2,4.924,278.83,245.92,100.48,1705,218.83
1247,34.2,5.009,278.88,259.67,100.27,2161,249.96
415,31.5,2.129,279.32,639.33,92.266,1754,107.08
381,31.8,2.125,279.21,628.09,92.202,1560,130.34
229,22.1,2.923,285.63,967.38,100.45,1682,189.53
222,22.9,2.718,285.42,909.88,100.87,4596,229.21
186,22.5,3.617,284.65,940.21,98.365,2224,134.33
61,50.7,2.69,276.14,499.76,87.835,1961,57.015
290,23.8,2.953,285.18,881.85,99.904,2946,90.69
425,32.1,2.934,282.67,433.75,101.76,2283,164.74
423,33.1,3.064,282.3,384.98,101.85,1270,186.34
49,46.9,3.593,276.64,510.62,84.026,1734,94.43
58,45.4,3.304,277.16,529.52,84.753,1918,103.04
64,50.8,2.669,276.54,509.21,88.301,2339,112.88
129,24.7,3.918,281.6,817.03,92.702,2042,65.025
126,24.4,3.744,282.16,814.43,93.613,1913,91.533
412,22.2,3.875,285.82,853.65,99.607,1882,168.72
680,45.8,4.237,278.62,249.41,101.88,-2204,179.67
288,24.3,3.842,283.59,804.65,96.425,1546,85.61
302,24,3.855,283.96,805.06,97.007,848,75.175
535,23.7,3.976,285.59,774.53,100.15,3003,157.04
549,25,3.871,285.36,741.95,100.37,3341,139.08
1068,39.6,4.069,281.39,305.21,101.9,1242,307.23
658,38.6,1.659,279.51,457.39,95.191,1989,197.46
484,24.7,3.785,284.35,777.71,98.09,3427,69.43
105,39.7,1.081,278.74,616.28,92.047,2297,69.6
791,40.8,1.603,279.29,441.79,95.639,1660,172.69
590,40.4,1.825,279.31,433.53,95.394,776,160.23
1476,44.3,3.381,279.5,254.86,101.39,2028,299.57
1481,44.9,3.362,279.43,248.72,101.45,607,282.48
1464,45.6,3.343,279.36,242.57,101.52,2409,320.35
142,40.2,1.018,278.97,633.08,92.192,2691,78.3
1460,45.4,3.268,279.7,264.07,101.57,2093,308.25
153,40.5,0.837,279.34,648.45,93.002,2213,100.54
600,28.6,4.128,284.79,619.46,100.63,2299,228.88
567,28.8,4.256,284.89,597.5,100.97,1264,220.54
633,35,4.387,283.65,451.26,101.69,3268,258.92
179,37.4,2.393,280.28,503.09,94.39,1553,104.72
